# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
2.420000000000000000e+02 1.785126387689558447e+00 1.779545566883413921e+00 6.519726472277099560e+00 6.512924720204607887e+00
2.440000000000000000e+02 1.787388168366553565e+00 1.780691952154120905e+00 6.530032037586625648e+00 6.518531385283639068e+00
2.460000000000000000e+02 1.787474011184808864e+00 1.783129662504987500e+00 6.529680417530244974e+00 6.527183501362559426e+00
2.480000000000000000e+02 1.792534650333109658e+00 1.786608216325778153e+00 6.545216838518896019e+00 6.537147372951364943e+00
2.500000000000000000e+02 1.794082222455834597e+00 1.785993944126584410e+00 6.548502762694506707e+00 6.532829245440350263e+00
2.520000000000000000e+02 1.791987803126380951e+00 1.787550484850749744e+00 6.541013702568514887e+00 6.537906834624476637e+00
2.540000000000000000e+02 1.794388918202243444e+00 1.789358387951711205e+00 6.548843737260609643e+00 6.543507094432340132e+00
2.560000000000000000e+02 1.797930252665733031e+00 1.793591509284219399e+00 6.559186863175906268e+00 6.556668882932549458e+00
2.580000000000000000e+02 1.796884204086232062e+00 1.792001576420025000e+00 6.558262120982633725e+00 6.553596051677031298e+00
2.600000000000000000e+02 1.795855772516359750e+00 1.791881620700323863e+00 6.556276905733036564e+00 6.554741164796649144e+00
2.620000000000000000e+02 1.793625382004038205e+00 1.787915797031227605e+00 6.550366580954761986e+00 6.542956155853079991e+00
2.640000000000000000e+02 1.790563630026753339e+00 1.786629276616408912e+00 6.540680259532661189e+00 6.539056753655385634e+00
2.660000000000000000e+02 1.791677744230398384e+00 1.786449183076071145e+00 6.544404691604424507e+00 6.538012620729609203e+00
2.680000000000000000e+02 1.791070839028098716e+00 1.785233130556496572e+00 6.541636229889653542e+00 6.532938791258613875e+00
2.700000000000000000e+02 1.790187187089786747e+00 1.786191174242786728e+00 6.539011833484134506e+00 6.536368694335436658e+00
2.720000000000000000e+02 1.791782084807259201e+00 1.786109415475521933e+00 6.543292886259197694e+00 6.535255532085975538e+00
2.740000000000000000e+02 1.797590965491174364e+00 1.792438077226170767e+00 6.563706708342665230e+00 6.557094740262038535e+00
2.760000000000000000e+02 1.797971732611231888e+00 1.792812598359036613e+00 6.564155065202030848e+00 6.558066489737694127e+00
2.780000000000000000e+02 1.801724951408367303e+00 1.797435936004081691e+00 6.576617380168977789e+00 6.573092019501771688e+00
2.800000000000000000e+02 1.799480787558507044e+00 1.793949374368102090e+00 6.568398561255958334e+00 6.560597435763045659e+00
2.820000000000000000e+02 1.799598741324715867e+00 1.793577495848947434e+00 6.569765255900221312e+00 6.561280903899174177e+00
2.840000000000000000e+02 1.796109537146517665e+00 1.789993079912957530e+00 6.559852310301537592e+00 6.550696425002557000e+00
2.860000000000000000e+02 1.799092092831481526e+00 1.791831172126532756e+00 6.569065773851609613e+00 6.555840800484613595e+00
2.880000000000000000e+02 1.797851216416900266e+00 1.792914776848810288e+00 6.566595605341029263e+00 6.561851699161855400e+00
2.900000000000000000e+02 1.796796199438172481e+00 1.791410926882423205e+00 6.563682536823036706e+00 6.556360504229262531e+00
2.920000000000000000e+02 1.795348803689814199e+00 1.792491568846151129e+00 6.559951447565667948e+00 6.562073197114935752e+00
2.940000000000000000e+02 1.795696418819528350e+00 1.789972339883719510e+00 6.559500366322819076e+00 6.552612932203627061e+00
2.960000000000000000e+02 1.792913896060402079e+00 1.787042795334867540e+00 6.550997278234690135e+00 6.543875373175913168e+00
2.980000000000000000e+02 1.792310994814494407e+00 1.788544323049037654e+00 6.547741866748829409e+00 6.547308240034381832e+00
3.000000000000000000e+02 1.796508802186841836e+00 1.790391463994603916e+00 6.561456198138690965e+00 6.552794949934987123e+00
3.020000000000000000e+02 1.797825912091169265e+00 1.790678380844082929e+00 6.565857609421216878e+00 6.552524057094322174e+00
3.040000000000000000e+02 1.792997816958670443e+00 1.788063699636460946e+00 6.548986757407520898e+00 6.544263750910696231e+00
3.060000000000000000e+02 1.791995010117930276e+00 1.787391691729058651e+00 6.545189696415470770e+00 6.543048967274939010e+00
3.080000000000000000e+02 1.793235886495631259e+00 1.787855178595382233e+00 6.550022006528681828e+00 6.544238366559661735e+00
3.100000000000000000e+02 1.796373071255161546e+00 1.790874569736624622e+00 6.558366702349348820e+00 6.552022754467045296e+00
3.120000000000000000e+02 1.795291468425224135e+00 1.791178062381416192e+00 6.553585961795517889e+00 6.552821374592835646e+00
3.140000000000000000e+02 1.796616185658500786e+00 1.790460170243763027e+00 6.557953819940048668e+00 6.549634588824004844e+00
3.160000000000000000e+02 1.793688883308495408e+00 1.788927572572447833e+00 6.548708328230604891e+00 6.544391797021613222e+00
3.180000000000000000e+02 1.793091106865303264e+00 1.787744351725337522e+00 6.545626038444908978e+00 6.539519845277015797e+00
3.200000000000000000e+02 1.792964584945673900e+00 1.787585558623000503e+00 6.546482236434612467e+00 6.540991360029904556e+00
3.220000000000000000e+02 1.793544343948996200e+00 1.787454552352854220e+00 6.547888008330745357e+00 6.539616181225507141e+00
3.240000000000000000e+02 1.790442793513858710e+00 1.787364145131642434e+00 6.538019504924735159e+00 6.540742076131420113e+00
3.260000000000000000e+02 1.788299446959425554e+00 1.784674111550271336e+00 6.532353099112802042e+00 6.531736657948336244e+00
3.280000000000000000e+02 1.791488281583599962e+00 1.786927724402799900e+00 6.541039812293593769e+00 6.538362158450285122e+00
3.300000000000000000e+02 1.789446392757875870e+00 1.785918751520994663e+00 6.534515205189832088e+00 6.534615541804243755e+00
3.320000000000000000e+02 1.795419672024045177e+00 1.790167728248381884e+00 6.551752493528026022e+00 6.547309920197716515e+00
3.340000000000000000e+02 1.798151105596184074e+00 1.791748852702561123e+00 6.560998389312786117e+00 6.552079930895819082e+00
3.360000000000000000e+02 1.796731336679405766e+00 1.789865997326117064e+00 6.554297614684144513e+00 6.543927822514713277e+00
3.380000000000000000e+02 1.801877338322473987e+00 1.794918308637321935e+00 6.574463439135499243e+00 6.564115748987731536e+00
3.400000000000000000e+02 1.798896864558535924e+00 1.791907325601461709e+00 6.562967585639133183e+00 6.551313428666587946e+00
3.420000000000000000e+02 1.803154089304973784e+00 1.797326550590896188e+00 6.577044834878826407e+00 6.569606703978037032e+00
3.440000000000000000e+02 1.798281791581036293e+00 1.793217708954488065e+00 6.562290288152594186e+00 6.557281164031405041e+00
3.460000000000000000e+02 1.797923205861363005e+00 1.791788651042411029e+00 6.562847151931693546e+00 6.554238753961717734e+00
3.480000000000000000e+02 1.799543568138787908e+00 1.793993657085568572e+00 6.568912344569585393e+00 6.561720051501158224e+00
3.500000000000000000e+02 1.795617943154609764e+00 1.791405001134089625e+00 6.557217180147557833e+00 6.555042177044665408e+00
